UNIX_TS,CWE,DWE,FRE,HPE,WOE,CDE,EBE,FGE,HTE,TVE,Hour,Weekday,Month,Season
0.1900425,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.73913044,0.6666667,0.6363636,0.6666667
0.75829124,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.47826087,1.0,0.8181819,0.6666667
0.5241184,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5652174,0.5,0.27272728,0.33333334
0.9765911,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.826087,0.6666667,0.18181819,0.0
0.021007538,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3478261,0.0,0.27272728,0.33333334
0.6812229,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.21739131,1.0,0.6363636,0.6666667
0.3059864,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.3478261,0.8333334,0.9090909,0.6666667
0.5672188,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.36363637,0.33333334
0.27053642,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.47826087,0.0,0.8181819,0.6666667
0.065820694,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.04347826,0.8333334,0.36363637,0.33333334
0.38921928,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.08695652,0.5,0.0,0.0
0.5222912,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.21739131,0.33333334,0.27272728,0.33333334
0.24627304,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.7826087,0.5,0.72727275,0.6666667
0.78295326,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.47826087,0.5,0.8181819,0.6666667
0.3972702,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.16666667,0.0,0.0
0.78837585,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.43478262,0.0,0.8181819,0.6666667
0.11491585,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9130435,0.8333334,0.45454547,0.33333334
0.14933968,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.5454545,0.33333334
0.7530956,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.6956522,0.33333334,0.8181819,0.6666667
0.76828,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7826087,1.0,0.8181819,0.6666667
0.54535484,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.04347826,0.8333334,0.36363637,0.33333334
0.5889702,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.9130435,0.16666667,0.45454547,0.33333334
0.6167717,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.17391305,0.16666667,0.45454547,0.33333334
0.010559082,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.73913044,1.0,0.27272728,0.33333334
0.27698708,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.17391305,0.8333334,0.8181819,0.6666667
0.61979675,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.39130434,0.5,0.45454547,0.33333334
0.5589981,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.16666667,0.36363637,0.33333334
0.28720665,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.65217394,0.8333334,0.8181819,0.6666667
0.40686035,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.16666667,0.0,0.0
0.77490425,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6086957,0.6666667,0.8181819,0.6666667
0.7447052,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5652174,0.5,0.72727275,0.6666667
0.31066895,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.7826087,0.16666667,0.9090909,0.6666667
0.8947296,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.04347826,0.16666667,0.0,0.0
0.79437065,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.826087,0.6666667,0.9090909,0.6666667
0.97208405,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.5217391,0.16666667,0.18181819,0.0
0.6116333,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.43478262,0.6666667,0.45454547,0.33333334
0.033851624,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.73913044,0.33333334,0.27272728,0.33333334
0.26037407,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.04347826,0.0,0.8181819,0.6666667
0.4078884,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.73913044,0.33333334,0.0,0.0
0.32088852,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.21739131,0.33333334,0.9090909,0.6666667
0.058742523,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.9130435,1.0,0.36363637,0.33333334
0.51669884,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.13043478,0.8333334,0.27272728,0.33333334
0.22412491,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.6086957,0.16666667,0.72727275,0.6666667
0.77381897,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.826087,0.5,0.8181819,0.6666667
0.55368996,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.13043478,0.6666667,0.36363637,0.33333334
0.030771255,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.47826087,0.0,0.27272728,0.33333334
0.48952293,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.30434784,1.0,0.18181819,0.0
0.36513138,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.5217391,1.0,1.0,1.0
0.3540535,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.43478262,0.8333334,1.0,1.0
0.70360184,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5652174,0.16666667,0.6363636,0.6666667
0.6763706,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6956522,0.33333334,0.6363636,0.6666667
0.36769867,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.39130434,0.16666667,1.0,1.0
0.82930756,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.30434784,0.33333334,0.9090909,0.6666667
0.13192749,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.30434784,0.6666667,0.5454545,0.33333334
0.4127407,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.26086956,1.0,0.0,0.0
0.32357216,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.17391305,0.6666667,0.9090909,0.6666667
0.7936287,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.26086956,0.6666667,0.9090909,0.6666667
0.648798,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.5652174,0.5,0.5454545,0.33333334
0.19729233,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.5,0.6363636,0.6666667
0.29730988,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.9090909,0.6666667
0.32585526,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.86956525,0.8333334,0.9090909,0.6666667
0.9126549,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.13043478,0.0,0.0,0.0
0.63013077,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.95652175,0.5,0.5454545,0.33333334
0.3671856,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.16666667,1.0,1.0
0.31363678,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.95652175,0.5,0.9090909,0.6666667
0.23765564,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.47826087,0.6666667,0.72727275,0.6666667
0.10081673,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.6086957,0.33333334,0.45454547,0.33333334
0.8267975,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.47826087,0.0,0.9090909,0.6666667
0.6546211,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.826087,0.0,0.5454545,0.33333334
0.8013916,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.95652175,0.33333334,0.9090909,0.6666667
0.8005352,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.30434784,0.33333334,0.9090909,0.6666667
